,Transported,Age,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_True,VIP_True,Expense
4693,1,15.0,1,0,0,1,1,0,0.0
4694,1,44.0,1,0,0,0,1,0,0.0
4695,0,20.0,1,0,0,1,0,0,1.0
4696,0,35.0,0,1,0,1,0,0,1.0
4697,1,19.0,0,1,0,1,1,0,0.0
4698,1,47.0,0,1,0,1,1,0,0.0
4699,0,26.0,0,1,0,1,0,1,1.0
4700,1,24.0,0,0,0,0,1,0,0.0
4701,1,23.0,0,0,0,1,0,0,1.0
4702,0,26.0,0,1,0,1,0,0,1.0
4703,1,5.0,0,1,0,1,1,0,0.0
4704,0,35.0,1,0,0,0,0,0,1.0
4705,0,18.0,0,1,0,1,0,0,1.0
4706,1,32.0,0,1,0,1,1,0,0.0
4707,1,13.0,0,0,0,1,1,0,0.0
4708,0,15.0,0,0,0,1,0,0,1.0
4709,1,18.0,0,0,1,0,0,0,1.0
4710,1,41.0,1,0,0,1,0,0,1.0
4711,0,36.0,0,0,0,0,0,0,1.0
4712,0,33.0,0,0,0,1,0,0,1.0
4713,0,41.0,0,0,0,0,0,0,1.0
4714,0,47.0,1,0,0,0,0,0,1.0
4715,1,32.0,1,0,0,1,1,0,0.0
4716,0,36.0,0,0,0,1,0,0,1.0
4717,1,13.0,0,0,0,1,1,0,0.0
4718,0,34.0,0,0,1,0,1,0,0.0
4719,0,24.0,0,0,0,1,0,0,1.0
4720,0,16.0,0,1,0,1,0,0,1.0
4721,1,12.0,0,1,0,1,1,0,0.0
4722,1,24.0,0,1,0,1,0,0,1.0
4723,0,35.0,0,1,0,1,0,0,1.0
4724,0,26.0,1,0,0,1,0,0,1.0
4725,0,39.0,1,0,0,0,0,0,1.0
4726,1,18.0,0,0,0,1,0,0,1.0
4727,0,23.0,0,0,0,1,0,0,1.0
4728,1,29.0,0,0,1,0,1,0,0.0
4729,1,38.0,0,0,0,1,0,0,0.0
4730,0,31.0,0,0,0,1,0,0,1.0
4731,0,49.0,0,1,0,1,0,0,1.0
4732,1,17.0,0,1,0,1,1,0,0.0
4733,1,23.0,0,1,0,0,0,0,1.0
4734,1,15.0,0,0,0,0,1,0,0.0
4735,1,11.0,0,1,0,1,1,0,1.0
4736,0,30.0,0,1,1,0,0,1,1.0
4737,1,42.0,0,1,0,1,1,0,0.0
4738,0,21.0,0,0,0,0,0,0,1.0
4739,1,41.0,1,0,0,0,1,0,0.0
4740,1,14.0,1,0,0,1,1,0,0.0
4741,0,27.0,1,0,0,0,0,0,1.0
4742,0,29.0,1,0,0,0,0,1,1.0
4743,1,25.0,1,0,0,1,1,0,1.0
4744,1,54.0,1,0,0,1,0,0,1.0
4745,0,46.0,0,0,0,0,0,0,1.0
4746,1,18.0,0,0,0,1,0,0,1.0
4747,0,22.0,1,0,0,0,0,0,1.0
4748,1,29.0,1,0,0,0,1,0,1.0
4749,0,26.0,1,0,0,0,0,0,1.0
4750,1,36.0,0,0,0,0,0,0,1.0
4751,1,19.0,0,0,0,1,1,0,0.0
4752,0,56.0,0,0,1,0,0,0,1.0
4753,1,20.0,0,0,0,0,0,1,1.0
4754,0,10.0,0,0,0,1,0,0,0.0
4755,0,14.0,0,0,1,0,1,0,0.0
4756,1,27.0,0,1,0,0,1,0,0.0
4757,0,35.0,0,1,0,1,0,0,1.0
4758,0,13.0,0,0,0,1,0,0,1.0
4759,0,21.0,0,0,0,0,0,0,1.0
4760,0,22.0,0,0,0,1,1,0,0.0
4761,0,29.0,1,0,0,1,1,0,0.0
4762,0,32.0,1,0,0,1,0,0,1.0
4763,1,20.0,0,0,0,1,0,0,1.0
4764,0,44.0,0,1,0,1,0,0,1.0
4765,1,22.0,0,0,0,0,0,0,1.0
4766,0,39.0,1,0,0,1,0,0,1.0
4767,1,19.0,1,0,0,1,0,0,1.0
4768,0,0.0,0,0,0,1,1,0,0.0
4769,0,0.0,0,0,0,1,1,0,0.0
4770,1,12.0,0,1,1,0,0,0,0.0
4771,0,7.0,0,0,0,1,1,0,0.0
4772,0,32.0,0,0,1,0,0,0,1.0
4773,1,11.0,0,0,0,0,0,0,0.0
4774,0,18.0,0,0,0,0,0,0,1.0
4775,0,49.0,1,0,0,0,0,1,1.0
4776,1,61.0,0,1,0,1,1,0,0.0
4777,1,7.0,0,0,0,0,1,0,0.0
4778,1,25.0,0,0,0,1,0,0,1.0
4779,1,51.0,0,0,0,0,0,0,1.0
4780,1,56.0,1,0,0,1,1,0,0.0
4781,1,31.0,0,0,0,0,0,0,1.0
4782,1,16.0,0,0,1,0,1,0,0.0
4783,1,29.0,0,0,0,1,1,0,0.0
4784,1,17.0,0,0,1,0,1,0,1.0
4785,1,47.0,0,0,1,0,0,0,1.0
4786,0,25.0,1,0,0,1,0,0,1.0
4787,0,28.0,1,0,0,1,0,0,1.0
4788,0,32.0,1,0,0,1,0,0,1.0
4789,1,56.0,1,0,0,0,1,0,0.0
4790,1,25.0,1,0,0,0,1,0,0.0
4791,1,13.0,1,0,0,1,1,0,0.0
4792,1,41.0,1,0,0,1,1,0,0.0
4793,1,28.0,1,0,0,0,1,0,0.0
4794,1,25.0,0,1,0,1,1,0,0.0
4795,1,11.0,0,1,0,1,1,0,0.0
4796,0,20.0,0,1,0,1,0,0,0.0
4797,1,24.0,0,0,0,1,0,0,1.0
4798,0,41.0,0,0,0,0,0,0,1.0
4799,0,29.0,0,0,0,0,0,0,1.0
4800,1,59.0,1,0,0,0,1,0,0.0
4801,1,31.0,0,0,0,1,0,0,1.0
4802,0,16.0,0,0,0,1,0,0,1.0
4803,0,65.0,0,1,0,1,0,0,1.0
4804,1,21.0,0,1,0,1,0,0,1.0
4805,1,27.0,0,0,0,1,1,0,0.0
4806,1,37.0,0,0,0,1,1,0,1.0
4807,0,42.0,0,0,0,1,0,0,1.0
4808,1,36.0,0,0,0,0,0,0,1.0
4809,0,24.0,0,0,1,0,1,0,0.0
4810,1,28.82793046746535,0,0,1,0,1,0,0.0
4811,0,19.0,0,0,0,0,0,0,1.0
4812,0,26.0,0,0,0,1,0,0,1.0
4813,1,19.0,0,0,0,0,1,0,0.0
4814,0,26.0,0,0,0,1,0,0,1.0
4815,0,35.0,0,0,0,1,0,0,1.0
4816,0,24.0,0,0,0,0,0,0,1.0
4817,1,9.0,0,1,0,1,0,0,0.0
4818,1,40.0,1,0,0,0,0,0,1.0
4819,1,23.0,0,0,1,0,1,0,0.0
4820,1,4.0,0,1,0,1,0,0,0.0
4821,0,20.0,0,1,0,1,0,0,1.0
4822,1,21.0,0,1,0,1,1,0,0.0
4823,1,4.0,0,1,0,1,0,0,0.0
4824,1,19.0,0,0,0,1,1,1,0.0
4825,1,18.0,0,0,0,1,1,0,0.0
4826,1,26.0,0,0,0,0,0,0,1.0
4827,0,13.0,0,0,0,1,0,0,1.0
4828,1,16.0,0,0,0,1,1,0,0.0
4829,1,14.0,0,1,0,1,1,0,0.0
4830,0,40.0,1,0,0,1,0,0,1.0
4831,0,34.0,0,1,0,1,0,1,1.0
4832,1,21.0,1,0,0,0,1,0,0.0
4833,1,29.0,1,0,0,1,0,0,1.0
4834,1,40.0,0,0,0,1,1,0,1.0
4835,0,16.0,0,0,0,1,0,0,1.0
4836,0,37.0,0,0,0,1,0,0,1.0
4837,1,41.0,0,1,0,0,1,0,0.0
4838,1,16.0,0,1,0,0,1,0,0.0
4839,0,39.0,0,1,0,0,0,0,1.0
4840,1,30.0,0,0,0,1,1,0,0.0
4841,1,40.0,0,0,0,1,0,0,1.0
4842,1,63.0,0,0,0,1,0,0,1.0
4843,1,32.0,0,1,0,1,0,0,1.0
4844,0,47.0,0,0,0,1,0,0,1.0
4845,0,23.0,0,0,0,0,0,0,1.0
4846,0,23.0,0,0,0,1,0,0,1.0
4847,1,19.0,0,1,0,1,1,0,0.0
4848,1,44.0,1,0,0,0,1,0,0.0
4849,0,29.0,1,0,0,1,0,0,1.0
4850,0,21.0,0,0,0,1,0,0,1.0
4851,0,23.0,0,0,0,1,0,0,1.0
4852,1,26.0,1,0,0,1,0,1,0.0
4853,1,47.0,1,0,0,0,1,0,0.0
4854,1,20.0,0,0,1,0,1,0,1.0
4855,1,48.0,1,0,0,1,1,0,0.0
4856,1,4.0,0,0,0,1,1,0,0.0
4857,1,25.0,0,0,0,1,0,0,1.0
4858,1,0.0,0,0,0,1,0,0,0.0
4859,0,29.0,0,1,0,1,0,0,1.0
4860,0,21.0,0,0,0,1,0,0,1.0
4861,0,20.0,0,1,0,1,0,0,1.0
4862,0,34.0,0,0,0,1,0,0,1.0
4863,1,9.0,0,0,0,1,1,0,0.0
4864,0,12.0,0,0,0,1,1,0,0.0
4865,0,13.0,0,0,0,1,0,0,1.0
4866,1,27.0,0,1,0,1,1,0,0.0
4867,1,34.0,1,0,0,1,0,0,1.0
4868,1,18.0,1,0,0,1,1,0,0.0
4869,1,16.0,1,0,0,0,1,0,0.0
4870,1,43.0,0,0,0,1,1,0,0.0
4871,0,0.0,0,0,0,1,1,0,0.0
4872,1,20.0,0,0,0,0,0,0,1.0
4873,0,45.0,0,1,0,1,0,0,1.0
4874,0,35.0,1,0,0,1,0,0,1.0
4875,0,21.0,0,0,0,1,1,0,1.0
4876,1,14.0,0,0,0,1,1,0,0.0
4877,0,46.0,0,0,1,0,0,0,1.0
4878,0,22.0,0,0,0,1,0,0,1.0
4879,1,2.0,0,0,0,1,0,0,0.0
4880,1,3.0,0,0,0,1,1,0,0.0
4881,1,28.0,0,0,0,0,1,0,0.0
4882,0,60.0,0,0,1,0,0,0,1.0
4883,0,48.0,0,0,1,0,0,0,1.0
4884,1,18.0,0,0,0,0,0,0,1.0
4885,0,31.0,0,0,0,1,0,0,1.0
4886,1,26.0,1,0,0,0,1,0,0.0
4887,0,41.0,1,0,0,0,0,0,1.0
4888,1,26.0,0,0,0,1,0,0,1.0
4889,1,29.0,0,0,0,1,0,0,1.0
4890,0,24.0,0,0,0,1,0,0,1.0
4891,1,25.0,0,0,0,1,0,0,1.0
4892,0,0.0,0,0,0,0,0,0,0.0
4893,0,30.0,0,0,0,1,1,0,0.0
4894,1,18.0,1,0,0,0,1,0,0.0
4895,1,32.0,1,0,0,0,1,0,0.0
4896,0,28.0,0,0,0,1,0,0,1.0
4897,0,21.0,0,1,0,1,0,0,1.0
4898,0,25.0,0,0,0,1,0,0,1.0
4899,1,47.0,0,1,0,0,0,0,1.0
4900,1,28.82793046746535,0,1,1,0,1,0,0.0
4901,1,8.0,0,1,0,1,1,0,0.0
4902,0,24.0,0,0,0,1,0,0,1.0
4903,1,30.0,0,1,0,1,1,0,0.0
4904,1,24.0,0,0,1,0,1,0,0.0
4905,1,13.0,0,0,0,1,1,0,0.0
4906,0,16.0,0,0,0,0,0,0,1.0
4907,1,23.0,0,1,0,1,0,0,1.0
4908,1,16.0,0,1,0,1,0,0,1.0
4909,0,29.0,0,0,0,1,0,0,1.0
4910,1,46.0,0,0,0,1,0,0,1.0
4911,0,13.0,0,0,1,0,1,0,0.0
4912,1,22.0,0,0,0,1,1,0,0.0
4913,1,29.0,0,0,0,1,1,0,0.0
4914,1,46.0,0,0,0,1,1,0,0.0
4915,1,24.0,0,0,0,1,0,0,1.0
4916,1,33.0,0,0,0,1,1,0,0.0
4917,0,38.0,0,1,0,1,0,0,1.0
4918,1,57.0,0,0,0,1,1,0,0.0
4919,1,28.82793046746535,0,0,0,1,0,0,1.0
4920,1,38.0,0,0,0,1,0,0,1.0
4921,1,28.0,0,0,0,1,0,0,1.0
4922,0,25.0,0,1,0,1,0,0,1.0
4923,1,22.0,0,1,0,1,1,0,0.0
4924,1,33.0,0,1,0,1,0,0,1.0
4925,1,35.0,0,0,0,1,0,0,1.0
4926,1,24.0,0,0,0,1,0,0,1.0
4927,1,31.0,1,0,0,1,1,0,0.0
4928,1,16.0,1,0,0,1,1,0,0.0
4929,1,28.0,1,0,0,1,1,0,0.0
4930,1,8.0,1,0,0,0,0,0,0.0
4931,1,20.0,0,1,0,1,1,0,0.0
4932,0,26.0,0,1,0,1,0,0,1.0
4933,0,43.0,1,0,0,0,0,0,1.0
4934,1,70.0,1,0,0,1,0,0,1.0
4935,1,17.0,0,0,0,0,1,0,0.0
4936,1,14.0,0,0,0,1,1,0,0.0
4937,1,21.0,0,0,0,1,1,0,0.0
4938,1,37.0,0,0,0,0,0,0,1.0
4939,0,15.0,0,0,0,1,0,0,1.0
4940,0,20.0,1,0,0,0,0,0,1.0
4941,0,36.0,1,0,0,0,0,1,1.0
4942,1,14.0,0,0,0,1,0,0,1.0
4943,1,21.0,0,0,0,1,0,0,1.0
4944,0,28.0,0,0,0,1,0,0,1.0
4945,1,20.0,0,1,0,1,1,0,0.0
4946,0,26.0,0,0,0,1,0,0,1.0
4947,0,25.0,0,0,0,1,0,0,1.0
4948,0,29.0,0,0,0,1,0,0,1.0
4949,1,39.0,1,0,0,0,0,1,1.0
4950,1,18.0,0,0,0,1,0,0,1.0
4951,1,37.0,1,0,0,0,1,0,0.0
4952,0,28.0,0,0,0,1,0,0,1.0
4953,1,18.0,0,0,0,1,0,0,1.0
4954,0,30.0,0,0,0,1,0,0,1.0
4955,1,35.0,0,0,0,1,0,0,1.0
4956,1,26.0,0,0,0,1,0,0,1.0
4957,1,0.0,0,0,0,0,1,0,0.0
4958,1,42.0,0,0,1,0,0,0,1.0
4959,1,36.0,0,0,0,0,0,0,1.0
4960,0,31.0,0,0,0,1,0,0,1.0
4961,0,27.0,0,0,0,0,0,0,1.0
4962,1,25.0,1,0,0,1,0,0,1.0
4963,1,32.0,0,0,0,1,1,0,0.0
4964,1,14.0,0,0,0,1,1,0,0.0
4965,1,16.0,0,0,0,1,1,0,0.0
4966,1,51.0,0,0,0,0,1,0,0.0
4967,1,21.0,1,0,0,1,1,0,0.0
4968,1,31.0,1,0,0,0,1,0,0.0
4969,0,9.0,0,0,0,1,0,0,0.0
4970,1,7.0,0,0,0,1,0,0,0.0
4971,1,3.0,0,0,0,1,0,0,0.0
4972,1,2.0,0,0,0,1,1,0,0.0
4973,0,7.0,0,0,0,0,0,0,0.0
4974,0,18.0,0,1,0,1,0,0,1.0
4975,1,33.0,0,1,0,0,1,0,0.0
4976,1,23.0,0,0,0,1,0,0,1.0
4977,1,13.0,1,0,0,1,1,0,1.0
4978,0,32.0,0,1,0,1,0,0,1.0
4979,1,27.0,1,0,0,1,1,0,0.0
4980,1,23.0,0,0,0,1,0,0,1.0
4981,1,25.0,1,0,0,1,0,1,1.0
4982,0,18.0,0,0,0,1,0,0,1.0
4983,1,23.0,0,1,0,0,1,0,0.0
4984,1,31.0,1,0,0,0,1,0,0.0
4985,0,32.0,1,0,0,1,0,0,1.0
4986,1,22.0,0,1,0,1,1,0,1.0
4987,1,38.0,0,1,0,1,1,0,1.0
4988,1,21.0,0,0,1,0,0,0,1.0
4989,1,28.0,0,1,0,1,1,0,0.0
4990,0,38.0,1,0,0,1,0,0,0.0
4991,1,20.0,0,0,0,1,0,0,1.0
4992,0,23.0,0,0,0,1,0,0,1.0
4993,1,48.0,0,0,0,1,0,0,1.0
4994,1,15.0,0,0,0,0,1,0,0.0
4995,1,30.0,0,0,0,1,0,0,1.0
4996,1,40.0,0,1,0,1,0,0,1.0
4997,0,36.0,0,0,0,1,0,0,1.0
4998,1,20.0,0,0,0,1,1,0,0.0
4999,0,17.0,0,1,0,1,0,0,1.0
5000,0,38.0,1,0,0,0,0,0,1.0
5001,1,38.0,1,0,0,0,1,0,0.0
5002,0,14.0,0,1,0,0,0,0,1.0
5003,0,28.82793046746535,0,1,0,1,0,0,1.0
5004,1,21.0,0,0,0,1,0,0,1.0
5005,0,18.0,1,0,0,1,0,0,1.0
5006,1,26.0,0,1,0,1,0,0,1.0
5007,0,35.0,1,0,0,1,0,0,1.0
5008,0,46.0,0,1,0,0,1,0,1.0
5009,1,13.0,1,0,0,0,1,0,0.0
5010,1,39.0,1,0,0,1,0,0,1.0
5011,0,49.0,0,1,1,0,0,0,1.0
5012,0,28.0,0,1,0,1,0,0,0.0
5013,1,27.0,0,0,0,1,0,0,1.0
5014,1,21.0,0,0,0,1,1,0,1.0
5015,0,29.0,0,0,0,1,0,0,1.0
5016,0,27.0,0,1,0,1,0,0,1.0
5017,1,38.0,0,1,0,1,1,0,0.0
5018,1,18.0,0,0,1,0,0,0,1.0
5019,1,35.0,1,0,0,0,1,0,0.0
5020,1,37.0,0,1,0,1,1,0,0.0
5021,0,60.0,0,0,0,1,0,0,1.0
5022,1,31.0,1,0,0,1,1,0,0.0
5023,1,4.0,1,0,0,1,1,0,0.0
5024,1,34.0,0,1,0,1,0,0,1.0
5025,1,46.0,1,0,0,0,0,0,1.0
5026,0,18.0,0,0,0,1,0,0,1.0
5027,0,38.0,0,1,0,1,0,0,1.0
5028,1,29.0,0,0,0,0,0,0,1.0
5029,1,13.0,1,0,0,1,1,0,0.0
5030,1,26.0,1,0,0,1,1,0,0.0
5031,0,30.0,1,0,0,1,0,0,1.0
5032,0,42.0,0,0,0,1,0,0,1.0
5033,0,36.0,0,1,0,1,0,0,1.0
5034,0,23.0,0,0,0,0,0,0,1.0
5035,1,34.0,1,0,0,1,0,1,1.0
5036,1,26.0,1,0,0,1,0,0,1.0
5037,0,31.0,0,1,0,1,0,0,1.0
5038,0,48.0,0,1,0,1,0,0,1.0
5039,1,10.0,0,0,0,1,1,0,1.0
5040,1,27.0,0,1,0,1,0,0,1.0
5041,0,32.0,0,1,0,1,0,1,1.0
5042,1,24.0,0,0,0,1,1,0,0.0
5043,1,20.0,0,0,1,0,1,0,0.0
5044,1,48.0,0,0,0,1,0,0,1.0
5045,0,35.0,0,1,0,1,0,1,1.0
5046,1,14.0,0,1,0,1,0,0,1.0
5047,1,28.0,0,1,0,1,0,0,1.0
5048,0,28.82793046746535,0,1,0,1,0,0,1.0
5049,1,42.0,0,1,0,1,1,0,0.0
5050,1,8.0,0,1,0,1,1,0,0.0
5051,1,30.0,0,1,0,0,1,0,0.0
5052,0,44.0,0,0,0,1,0,0,1.0
5053,0,40.0,0,1,0,1,0,1,1.0
5054,0,38.0,0,0,0,1,0,0,1.0
5055,0,22.0,0,1,1,0,0,1,1.0
5056,0,32.0,0,1,0,1,0,0,1.0
5057,0,16.0,0,1,0,1,0,0,1.0
5058,0,33.0,0,1,0,1,0,0,1.0
5059,0,38.0,1,0,0,1,0,0,1.0
5060,1,23.0,0,0,0,1,1,0,1.0
5061,1,16.0,0,0,0,1,0,0,1.0
5062,0,16.0,0,0,1,0,0,0,1.0
5063,0,11.0,0,0,0,1,0,0,0.0
5064,0,22.0,0,0,0,1,0,0,1.0
5065,0,43.0,0,0,0,1,0,0,1.0
5066,1,20.0,0,0,1,0,1,0,0.0
5067,0,22.0,0,0,0,1,0,0,1.0
5068,1,0.0,0,1,0,1,0,0,1.0
5069,0,30.0,0,1,0,1,0,0,1.0
5070,1,18.0,0,1,0,1,1,0,0.0
5071,1,0.0,0,1,0,0,0,0,1.0
5072,0,41.0,0,1,0,1,1,0,1.0
5073,1,39.0,0,0,0,1,0,0,1.0
5074,0,37.0,0,0,0,1,0,0,1.0
5075,1,26.0,1,0,0,0,1,0,1.0
5076,0,49.0,0,1,0,1,0,0,1.0
5077,1,28.0,0,1,0,1,0,0,1.0
5078,0,13.0,0,1,1,0,0,0,1.0
5079,0,64.0,0,1,0,1,0,0,1.0
5080,0,24.0,0,0,1,0,0,0,1.0
5081,1,18.0,0,1,0,1,1,0,0.0
5082,0,18.0,0,1,0,1,0,0,1.0
5083,0,25.0,0,1,0,1,0,0,1.0
5084,0,19.0,0,0,0,1,1,0,0.0
5085,1,33.0,0,0,0,0,0,0,1.0
5086,1,28.82793046746535,0,0,0,1,1,1,0.0
5087,0,50.0,0,1,0,1,0,0,1.0
5088,0,30.0,0,0,0,1,0,0,1.0
5089,1,44.0,0,1,0,1,0,0,1.0
5090,0,52.0,0,0,1,0,1,0,0.0
5091,1,7.0,0,0,0,1,1,0,0.0
5092,0,30.0,0,0,0,0,0,0,1.0
5093,0,27.0,0,0,0,1,0,0,1.0
5094,1,24.0,1,0,0,0,1,0,0.0
5095,0,13.0,0,0,0,0,0,0,1.0
5096,0,61.0,0,1,0,1,0,0,1.0
5097,1,32.0,0,0,0,1,1,0,1.0
5098,1,17.0,0,1,0,0,1,0,0.0
5099,1,36.0,0,1,0,1,1,0,0.0
5100,1,16.0,0,0,1,0,1,0,0.0
5101,1,21.0,0,1,1,0,0,0,1.0
5102,1,24.0,1,0,0,1,1,0,0.0
5103,0,28.0,0,0,0,0,0,0,1.0
5104,0,28.82793046746535,0,1,0,1,0,0,1.0
5105,0,13.0,0,1,0,0,0,0,1.0
5106,0,39.0,0,0,0,1,0,0,1.0
5107,0,24.0,0,0,0,1,0,0,1.0
5108,0,38.0,1,0,0,1,0,0,1.0
5109,0,20.0,0,1,0,1,0,0,1.0
5110,1,21.0,0,0,0,1,0,0,1.0
5111,0,27.0,0,1,0,1,0,0,1.0
5112,0,49.0,0,1,0,1,0,0,1.0
5113,1,6.0,0,1,0,1,1,0,0.0
5114,1,41.0,1,0,0,0,1,0,0.0
5115,0,33.0,1,0,0,0,0,1,1.0
5116,1,6.0,1,0,0,1,0,0,0.0
5117,0,35.0,1,0,0,0,0,0,1.0
5118,0,46.0,1,0,0,1,0,0,1.0
5119,0,31.0,0,0,0,1,0,0,1.0
5120,1,32.0,1,0,0,1,1,1,0.0
5121,1,31.0,1,0,0,0,1,0,1.0
5122,0,20.0,0,0,0,1,1,0,1.0
5123,0,57.0,0,0,0,1,0,0,1.0
5124,1,37.0,0,0,1,0,0,0,1.0
5125,1,21.0,0,0,0,1,1,0,1.0
5126,0,43.0,0,0,0,1,0,0,1.0
5127,1,49.0,0,0,0,1,0,0,1.0
5128,1,17.0,0,0,0,1,0,0,1.0
5129,0,29.0,0,1,0,1,0,0,1.0
5130,1,36.0,0,0,0,0,1,0,0.0
5131,0,37.0,1,0,0,1,0,0,1.0
5132,0,17.0,0,0,1,0,0,0,1.0
5133,1,45.0,0,1,0,0,1,0,0.0
5134,0,20.0,0,0,0,1,0,0,1.0
5135,1,24.0,0,1,0,1,1,0,0.0
5136,1,28.0,1,0,0,1,1,0,0.0
5137,1,15.0,1,0,0,1,0,0,1.0
5138,0,53.0,1,0,0,1,0,0,1.0
5139,1,51.0,1,0,0,1,1,0,0.0
5140,1,14.0,0,0,0,1,1,0,1.0
5141,0,1.0,0,0,0,1,1,0,0.0
5142,0,26.0,0,1,0,1,0,0,1.0
5143,0,20.0,0,0,0,1,0,0,1.0
5144,0,23.0,0,0,0,1,0,0,1.0
5145,1,22.0,0,0,0,1,0,0,1.0
5146,1,22.0,0,0,0,0,1,0,0.0
5147,1,13.0,1,0,0,1,1,0,0.0
5148,1,28.0,1,0,0,1,0,0,0.0
5149,1,40.0,0,0,0,1,1,0,0.0
5150,0,21.0,0,1,0,0,0,0,1.0
5151,1,35.0,0,0,0,1,0,0,1.0
5152,0,22.0,0,0,0,1,0,0,1.0
5153,1,37.0,1,0,0,1,1,0,0.0
5154,0,21.0,0,1,0,1,0,0,0.0
5155,0,50.0,0,0,0,1,0,0,1.0
5156,1,27.0,0,0,0,1,0,0,1.0
5157,1,20.0,0,0,0,1,1,0,0.0
5158,1,15.0,0,0,0,1,1,0,0.0
5159,0,25.0,0,0,1,0,0,0,1.0
5160,0,31.0,1,0,0,0,0,0,1.0
5161,1,28.82793046746535,1,0,0,0,0,0,1.0
5162,1,18.0,0,0,0,1,1,0,0.0
5163,1,2.0,0,0,1,0,1,0,1.0
5164,1,27.0,0,0,0,1,0,0,1.0
5165,1,0.0,0,0,0,1,0,0,1.0
5166,0,22.0,0,0,0,1,0,0,1.0
5167,0,28.82793046746535,0,1,0,1,0,0,0.0
5168,1,56.0,0,0,0,1,0,0,1.0
5169,0,28.0,0,0,0,1,0,0,1.0
5170,1,42.0,0,0,0,0,0,0,1.0
5171,1,20.0,0,0,0,1,0,0,1.0
5172,1,27.0,0,0,0,1,0,0,1.0
5173,0,29.0,0,0,1,0,0,0,1.0
5174,1,36.0,0,0,0,0,0,0,1.0
5175,0,23.0,0,0,0,1,0,0,1.0
5176,1,64.0,0,0,0,1,1,0,0.0
5177,0,19.0,0,0,0,1,0,0,1.0
5178,0,1.0,0,0,0,0,1,0,0.0
5179,0,49.0,0,0,0,1,1,0,1.0
5180,1,0.0,0,0,0,0,1,0,0.0
5181,0,18.0,0,0,0,1,0,0,1.0
5182,0,39.0,1,0,0,0,0,0,1.0
5183,0,37.0,0,1,0,1,0,0,1.0
5184,1,44.0,0,1,0,1,1,0,0.0
5185,0,43.0,0,1,1,0,0,0,1.0
5186,1,33.0,0,1,0,1,1,0,0.0
5187,1,20.0,0,0,0,1,0,1,1.0
5188,1,0.0,0,0,0,1,0,0,0.0
5189,1,4.0,0,0,0,0,0,0,0.0
5190,1,20.0,0,1,0,1,1,0,0.0
5191,0,50.0,0,1,0,1,0,1,1.0
5192,1,47.0,0,1,0,1,1,0,0.0
5193,1,17.0,0,1,0,1,1,0,0.0
5194,0,26.0,1,0,0,1,0,0,1.0
5195,1,21.0,0,0,0,1,0,0,1.0
5196,1,20.0,0,1,0,1,1,0,1.0
5197,1,26.0,1,0,0,1,1,0,0.0
5198,0,28.82793046746535,0,1,0,1,0,1,1.0
5199,1,34.0,0,0,1,0,0,0,1.0
5200,1,11.0,0,0,0,1,1,0,0.0
5201,1,0.0,0,0,0,1,1,0,0.0
5202,0,28.0,1,0,0,0,0,0,1.0
5203,1,33.0,0,0,0,1,0,0,1.0
5204,1,22.0,0,0,0,1,1,0,0.0
5205,0,28.0,0,1,0,1,1,0,0.0
5206,1,11.0,0,1,0,1,1,0,0.0
5207,0,60.0,0,1,0,1,0,0,1.0
5208,1,43.0,0,1,0,0,0,1,1.0
5209,0,27.0,0,0,0,1,0,0,1.0
5210,1,37.0,0,0,0,1,1,0,0.0
5211,1,23.0,0,0,0,0,1,0,0.0
5212,0,57.0,0,1,0,1,0,0,1.0
5213,1,29.0,1,0,0,1,1,0,0.0
5214,0,28.0,1,0,0,1,0,0,1.0
5215,0,42.0,1,0,0,1,0,0,1.0
5216,0,43.0,1,0,0,1,0,0,1.0
5217,1,26.0,1,0,0,1,1,0,0.0
5218,0,72.0,1,0,0,0,0,0,1.0
5219,0,49.0,1,0,0,1,0,0,1.0
5220,1,29.0,1,0,0,0,1,1,0.0
5221,0,18.0,0,0,0,1,1,0,0.0
5222,1,26.0,0,0,0,0,0,0,1.0
5223,1,19.0,0,1,0,0,1,0,0.0
5224,0,18.0,0,0,0,0,0,0,1.0
5225,0,14.0,0,0,0,0,0,0,1.0
5226,0,44.0,0,1,0,1,0,0,1.0
5227,1,34.0,0,1,0,1,1,0,0.0
5228,1,18.0,0,0,0,0,1,0,0.0
5229,1,36.0,0,0,1,0,1,0,0.0
5230,1,27.0,1,0,0,0,1,0,1.0
5231,0,35.0,0,0,0,1,0,1,1.0
5232,1,52.0,1,0,0,1,0,0,1.0
5233,0,22.0,0,0,1,0,0,0,1.0
5234,1,34.0,0,0,0,1,0,0,1.0
5235,0,37.0,0,0,1,0,0,0,1.0
5236,0,22.0,0,0,0,0,0,0,1.0
5237,1,26.0,0,0,0,1,0,0,1.0
5238,0,14.0,0,0,0,0,0,0,1.0
5239,1,53.0,0,1,0,0,1,0,0.0
5240,0,17.0,0,0,0,1,0,0,1.0
5241,0,30.0,0,0,0,1,0,0,1.0
5242,0,65.0,1,0,0,1,0,0,1.0
5243,1,19.0,0,0,0,0,0,0,1.0
5244,0,36.0,1,0,0,0,0,1,1.0
5245,1,3.0,0,0,0,1,1,0,0.0
5246,1,6.0,0,0,0,1,0,0,0.0
5247,1,4.0,0,0,0,0,0,0,0.0
